Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,5/2/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Bhutan,BTN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.436837645,0.426064949,0.415320337,0.404326291,0.392982897,0.381324263,0.369519108,0.357762553,0.346291564,0.368755049,0.357081411,0.345863007,0.33504715,0.339290087,0.328588327,0.331991534,0.321436607,0.311377743,0.314552455,0.3177148,0.309244017,0.313188725,0.328167895,0.319580358,0.310374204,0.300236877,0.291745015,0.272583336,0.250821771,0.251265634,0.251263764,0.253986172,0.259980081,0.271053605,0.28356287,0.290786124,0.289359513,0.282207118,0.274418296,0.184857067,0.188263229,0.183047795,0.178046112,0.246766269,0.254325436,0.225072446,0.198410965,0.142663528,0.13996624,0.138254991,0.13531215,0.133073561,0.13098707,0.129049209,0.127256517,,
Botswana,BWA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.742672392,0.724348268,0.70575375,0.686984654,0.66980358,0.650816042,0.631757835,0.612704739,0.593788967,0.575045608,0.556607699,0.539823783,0.521787558,0.503708728,0.485566211,0.467444964,0.449588867,0.432305395,0.417977817,0.402533866,0.388098194,0.376432885,0.363705268,0.351778697,0.342271641,0.331754713,0.323495587,0.314176022,0.30904194,0.304809015,0.21175509,0.171722993,0.234161798,0.257728259,0.219872105,0.215079236,0.183191004,0.137755484,0.141187932,0.202506451,0.113964335,0.137644084,0.108072818,0.123542499,0.129320657,0.106674422,0.095068256,0.143345162,0.159605471,0.128544529,0.157945615,0.136408344,0.130138167,0.183991962,0.18060861,,
Central African Republic,CAF,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,1.098594257,1.085657057,1.072039138,1.057830544,1.043162042,1.027996565,1.012450228,0.996955582,0.982022296,0.967895931,0.954629362,0.941948107,0.929348356,0.916214001,0.902163805,0.887313597,0.871849083,0.855590637,0.838375985,0.820239835,0.796830744,0.777230776,0.758081692,0.740508917,0.721272842,0.711906865,0.696852983,0.68272881,0.668368221,0.653110097,0.636895347,0.623423876,0.606685104,0.590634917,0.575643938,0.561728914,0.548714941,0.536500819,0.524954658,0.513983275,0.503626765,0.493907788,0.479698819,0.475951385,0.467548953,0.459331546,0.45137752,0.444149265,0.442756169,0.4046285,0.402131026,0.400853729,0.400030847,0.398636486,0.395943776,,
Canada,CAN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,2.235400361,2.214677125,2.193840962,2.172522639,2.152911881,2.132132881,2.094552224,2.061415349,2.034002283,2.006143313,1.976758717,1.95033735,1.922402238,1.892984777,1.862165539,1.842291011,1.835434527,1.831627559,1.827820571,1.818525597,1.810120482,1.789778589,1.77321653,1.757567504,1.742579601,1.726415814,1.706440678,1.68700502,1.659593119,1.637364614,1.617581797,1.597568156,1.579868632,1.564480182,1.551304763,1.534414716,1.520615463,1.509823822,1.49967868,1.488802296,1.476100238,1.458006505,1.438723324,1.419565557,1.400903689,1.385056818,1.358644424,1.33111659,1.30323706,1.276184394,1.251150897,1.24106255,1.23141626,1.22263612,1.21695065,,
Central Europe and the Baltics,CEB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.419393644,0.401466329,0.398256419,0.393619635,0.393855241,0.395316632,0.390468742,0.390734007,0.387240421,0.371037588,0.366372434,0.361406167,0.358918888,0.359215854,0.361826456,0.354457763,0.358428592,0.362343365,0.355357177,0.358537988,0.35729337,0.358246699,0.360767812,0.360119697,,
Switzerland,CHE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.072888953,0.071351489,0.068121386,0.066295541,0.064492753,0.062690077,0.060649706,0.059280975,0.058666443,0.057580826,0.05744038,0.057978366,0.057520222,0.0576213,0.058198678,0.058627492,0.058890265,0.059744612,0.059878955,0.060306282,0.060528096,0.060848255,0.061460345,0.062466382,0.062593069,0.062129812,0.060915744,0.061000524,0.061472154,0.06011449,0.059926664,0.059065964,0.05907817,0.059938846,0.059965739,0.059517665,0.058612711,0.058129387,0.057474876,0.056902251,0.056626316,0.056048572,0.055443513,0.055009557,0.054617953,0.054383163,0.053846338,0.053127258,0.05242883,0.051693892,0.051046472,0.050494813,0.049905147,0.048872531,0.048089949,,
Channel Islands,CHI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.036232212,0.03588828,0.035525556,0.035157726,0.034784121,0.034415411,0.034050088,0.03369102,0.034174641,0.03382922,0.033493175,0.033167764,0.032070555,0.031826355,0.031641815,0.031520386,0.031450744,0.030614648,0.030542242,0.03041837,0.030237012,0.030004847,0.028973131,0.028689422,0.0283989,0.028100274,0.027794845,0.026775312,0.026517595,0.026302507,0.02613585,0.026009082,0.02520673,0.025107404,0.024992016,0.0248569,0.02401949,0.025226527,0.026407199,0.026222895,0.024700754,0.023856701,0.023678291,0.024156166,0.024628307,0.023164383,0.021723435,0.023479988,0.025850709,0.026945564,0.027414843,0.026648818,0.025712172,0.025342243,0.02381563,,
Chile,CHL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.461334351,0.453692612,0.446200416,0.438865033,0.431700912,0.424703817,0.417901988,0.411369379,0.405193169,0.407994048,0.405533438,0.403323417,0.406287653,0.404400249,0.39787135,0.395969151,0.380349306,0.36520714,0.350459247,0.34048669,0.326335607,0.308199944,0.299045546,0.289929848,0.282734758,0.270830971,0.244240478,0.238815991,0.235686154,0.211597347,0.199520793,0.178479563,0.165962335,0.16151708,0.14828687,0.13691708,0.134877323,0.132928025,0.119387526,0.114658207,0.113305504,0.105609226,0.094939461,0.093903897,0.089799607,0.082721643,0.076523402,0.078742322,0.077839776,0.074793946,0.076777974,0.074120094,0.074958561,0.073192619,0.073919022,,
China,CHN,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.155376857,0.153656668,0.149633245,0.145914327,0.142131057,0.137612184,0.133483533,0.129423765,0.125322697,0.121322474,0.117523971,0.114137559,0.111027961,0.109357472,0.105838639,0.104073881,0.102516813,0.100850795,0.099537154,0.098014237,0.097385512,0.100829838,0.104855811,0.109951052,0.114267773,0.112955689,0.110882029,0.109746467,0.109238815,0.109057114,0.108513356,0.105496279,0.102932691,0.101272408,0.099248457,0.098015687,0.097148548,0.096502635,0.095231633,0.093589251,0.091270197,0.08942518,0.086696678,0.086106128,0.086099776,0.082912541,0.082317501,0.081618233,0.080915824,0.080152201,0.079248287,0.078418888,0.077885338,0.077477332,0.086784032,,
Cote d'Ivoire,CIV,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.454766316,0.437378013,0.420321441,0.404043805,0.388727729,0.374397955,0.365092595,0.351655335,0.338108553,0.324279265,0.310256458,0.298050592,0.289331548,0.281509787,0.274641759,0.265781422,0.25935227,0.251782448,0.242618138,0.2357218,0.227376159,0.220023875,0.215632143,0.234173328,0.232818439,0.224099827,0.217792741,0.211829913,0.204404961,0.198080268,0.192761484,0.197523076,0.213026301,0.213013552,0.206315737,0.200063367,0.187751044,0.182567314,0.171776686,0.167799704,0.164317783,0.161229796,0.158376819,0.155575106,0.152702538,0.149737144,0.151944303,0.14873331,0.145462819,0.142147588,0.138787118,0.135396319,0.132020341,0.128709554,0.1254951,,
Cameroon,CMR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.946032444,0.935198694,0.923857478,0.912099146,0.899991242,0.887555508,0.874798363,0.861752092,0.848447083,0.827252136,0.813706703,0.792700984,0.771888747,0.758153458,0.744231003,0.730170175,0.718036023,0.694241904,0.705094601,0.685745793,0.665314573,0.645297528,0.6257277,0.606635235,0.588058356,0.571935611,0.554398663,0.538442579,0.522328212,0.507032818,0.49333668,0.48029923,0.467125605,0.454626588,0.442760765,0.431494087,0.420742819,0.410367423,0.40021781,0.3901996,0.380297841,0.370534177,0.360909788,0.351434137,0.342292071,0.333136643,0.32415732,0.315385702,0.306856422,0.310458003,0.302137668,0.294084402,0.286298559,0.278778182,0.271518712,,
"Congo, Dem. Rep.",COD,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.409266484,0.398971079,0.3887758,0.377427181,0.366150998,0.356065523,0.346606041,0.33838795,0.329926084,0.321840126,0.314644871,0.307763111,0.300609902,0.293973459,0.28577892,0.279722405,0.272604861,0.265281167,0.257190781,0.25116227,0.245936791,0.239561254,0.234114734,0.229040604,0.224204397,0.21899363,0.212497228,0.206508685,0.200206535,0.192693362,0.185995616,0.179402711,0.172531026,0.166361666,0.161074171,0.156649866,0.152862826,0.149418398,0.145973738,0.142321882,0.138445948,0.134441625,0.130375476,0.126333533,0.12237113,0.118493867,0.114691537,0.11180382,0.108797652,0.105388347,0.104926137,0.102930352,0.099556856,0.096306627,0.093179987,,
"Congo, Rep.",COG,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.488670825,0.476063177,0.463567598,0.449492022,0.437383266,0.425500106,0.41383619,0.402325097,0.391654662,0.381004856,0.369674466,0.358492621,0.350256376,0.340962864,0.331438411,0.324187501,0.313069959,0.278209941,0.271384998,0.265226761,0.25914721,0.264453322,0.258813985,0.252401684,0.248147121,0.239940111,0.221417374,0.216323981,0.211367709,0.196274714,0.191803721,0.186260567,0.183122038,0.173737565,0.169688006,0.165669754,0.165402519,0.161065301,0.157827075,0.151903741,0.147777041,0.143813946,0.139899312,0.13590578,0.131782673,0.127525625,0.123231812,0.119063963,0.117544394,0.1162607,0.117445537,0.114387757,0.115755527,0.112910818,0.110095827,,
Colombia,COL,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.207981067,0.201826599,0.196855306,0.191045365,0.185956881,0.181021062,0.175763615,0.17077206,0.166209536,0.161913113,0.158013542,0.155010608,0.152231278,0.149495905,0.14682732,0.144135429,0.141516388,0.138894308,0.136352679,0.133824118,0.131378671,0.12894819,0.126620679,0.124348906,0.122211987,0.120146098,0.118301001,0.11035454,0.103258213,0.096435631,0.087006912,0.086336158,0.080756636,0.076907332,0.064072471,0.063943798,0.065699909,0.065020033,0.063687743,0.069745642,0.059381917,0.053184208,0.053710189,0.052382536,0.046805367,0.043448583,0.045025786,0.040755837,0.039082987,0.038394448,0.034176139,0.033659351,0.03552797,0.036160931,0.03501235,,
Comoros,COM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.334811656,0.329617947,0.324396622,0.319013708,0.313367788,0.307360577,0.301069491,0.294684348,0.288472207,0.28254236,0.277015394,0.271699375,0.266166547,0.259891885,0.252633215,0.244404086,0.235592606,0.226770027,0.218526326,0.211156194,0.204656083,0.198809589,0.193397125,0.188151656,0.182924942,0.177712161,0.172572175,0.16754175,0.162649638,0.157922613,0.153348181,0.14892954,0.144677858,0.140608337,0.136728692,0.133025805,0.129494196,0.126119309,0.122908662,0.119847259,0.116930029,0.114139415,0.111451944,0.108836156,0.106273922,0.103763419,0.101306069,0.098900079,0.096546315,0.094244967,0.091993846,0.089795377,0.087660148,0.085595581,0.083609459,,
Cabo Verde,CPV,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.184505428,0.180208378,0.175189481,0.169759567,0.164197936,0.158485215,0.152765661,0.147567658,0.143445485,0.140637606,0.139198218,0.138863004,0.13919159,0.139556065,0.139488957,0.138862497,0.137797488,0.13632825,0.13455376,0.13256261,0.130314607,0.127823469,0.12526041,0.122819549,0.120608502,0.118682129,0.116961584,0.121333087,0.119337439,0.119924068,0.117164951,0.114177504,0.111106896,0.10813491,0.107933914,0.105323079,0.107796901,0.10543392,0.103217331,0.101131059,0.103669915,0.103957921,0.102141272,0.102637791,0.101144833,0.099834649,0.098676501,0.101683265,0.100611112,0.099525463,0.098412217,0.107008263,0.105747675,0.094978127,0.093823945,,
Costa Rica,CRI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.206235251,0.198941075,0.19198254,0.185421209,0.179288019,0.173549159,0.168170365,0.16314904,0.158482042,0.154148543,0.150129586,0.146375436,0.141801825,0.13834707,0.134928509,0.131536321,0.128186255,0.124881186,0.121631286,0.118444237,0.115315862,0.112249561,0.109269362,0.106399737,0.104386695,0.101749884,0.099226693,0.095090705,0.086122516,0.083979464,0.081873028,0.076746772,0.068841582,0.067139759,0.062661531,0.058386335,0.057022992,0.05574176,0.057161817,0.053497147,0.05254206,0.049222239,0.05089711,0.050154787,0.049436879,0.048737535,0.045772152,0.045151741,0.049016735,0.049501901,0.050429586,0.049848285,0.049294567,0.048785358,0.048254397,,
Caribbean small states,CSS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.163869202,0.161092455,0.158672774,0.156428433,0.150683298,0.149336505,0.147938808,0.146036592,0.144218422,0.141426869,0.140909039,0.138209596,0.139117116,0.137741368,0.135724729,0.139732193,0.144051519,0.14771013,0.149710872,0.147969462,0.145447683,0.140761043,0.136372707,0.135166605,0.133482345,0.132929632,0.133189234,0.132578221,0.132945211,0.131841729,0.132746774,0.133518063,0.139237193,0.13536743,0.133644227,0.132084154,0.129676911,0.12797839,0.12691784,0.121273538,0.11995957,0.117153437,0.117836203,0.11568744,0.108573999,0.107873876,0.106315356,0.105071342,0.107067708,0.106169789,0.105704606,0.104606518,0.10507259,0.105128263,0.104511511,,
Cuba,CUB,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.198907354,0.202002523,0.208969024,0.226270318,0.20372405,0.191235237,0.204875728,0.231418558,0.226901344,0.2650565,0.256709133,0.289187063,0.303398455,0.282973103,0.304075609,0.31715361,0.314592701,0.312622537,0.304685654,0.302994039,0.303514301,0.307285497,0.311034719,0.310170879,0.314192547,0.319627478,0.324259046,0.325640384,0.324321469,0.320447368,0.322124314,0.333073614,0.336293737,0.339705186,0.337794377,0.317945095,0.329399455,0.323026814,0.324932376,0.314239347,0.334240912,0.338563084,0.333662816,0.328926902,0.325409223,0.321700163,0.316091555,0.310227791,0.304454561,0.298595674,0.292496881,0.275422578,0.276582002,0.269935568,0.262942711,,
Curacao,CUW,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.024919013,0.024551927,0.024310198,0.024102193,0.023897718,0.023693875,0.023471424,0.023172286,0.022657755,0.021872266,0.020874648,0.01973165,0.018545994,0.017394329,0.016334531,0.015358624,0.014449823,0.013641634,0.012950013,0.012374706,0.011912562,0.011523392,0.01116944,0.010785741,0.010355719,0.009876056,0.00937251,0.008873902,0.008411844,0.007996801,0.007629802,0.007298205,0.006981778,0.006654467,0.006314726,0.00596374,0.005618451,0.005299417,0.005024116,0.004797659,0.004617232,0.004470473,0.004345181,0.004228419,0.004113364,0.003997522,0.003884777,0.003778861,0.003684666,0.003603149,0.00353488,0.00347687,0.003426359,0.003379977,0.00333539,,
Cyprus,CYP,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.570789129,0.566046554,0.562368384,0.558217988,0.554249302,0.546720701,0.537790796,0.527992809,0.518055214,0.510086845,0.500918888,0.49203665,0.483380071,0.330043793,0.179144447,0.173375065,0.168287435,0.163386315,0.15882096,0.15640365,0.160191998,0.166256567,0.167128431,0.164823274,0.146087678,0.144874435,0.142940087,0.140397757,0.139006503,0.137748593,0.135609842,0.13439769,0.132763197,0.118741862,0.1158544,0.113347141,0.11007729,0.110156883,0.109173371,0.104316188,0.102053355,0.102357707,0.112725615,0.111835789,0.119689624,0.109994271,0.103223429,0.076186038,0.07913842,0.074240051,0.074677619,0.075590584,0.069411905,0.069252258,0.085186286,,
Czech Republic,CZE,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322560191,0.32099212,0.319639695,0.31574638,0.315407481,0.316774999,0.316612634,0.31623404,0.316739269,0.316664372,0.316166434,0.315383755,0.314262278,0.312728754,0.310229475,0.306992959,0.304482908,0.302737815,0.301445643,0.300358156,0.299497673,0.298612483,0.297362266,,
Germany,DEU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.166535764,0.164604809,0.162820121,0.161461345,0.159984319,0.158680818,0.156579478,0.155664749,0.154037338,0.152898922,0.152784648,0.152550974,0.151893925,0.152214648,0.15305016,0.154295004,0.154439979,0.15476653,0.154326933,0.153662266,0.153096804,0.152872277,0.153171165,0.153508886,0.153916709,0.15388488,0.153455964,0.152896004,0.151730861,0.150705571,0.144462407,0.142227066,0.14387042,0.14495628,0.144898169,0.144479331,0.144231523,0.144782524,0.143994702,0.143580872,0.143448825,0.142941146,0.143298214,0.144189763,0.144344409,0.144046021,0.144372478,0.145317086,0.145844488,0.14485748,0.147929025,0.147141795,0.14726159,0.146587226,0.145054371,,
Djibouti,DJI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.01129969,0.01061526,0.009937592,0.009295149,0.008698451,0.008138948,0.007610524,0.007119363,0.006671693,0.006263349,0.005904164,0.00557961,0.005247471,0.004873746,0.004460642,0.004023238,0.003603876,0.003246669,0.002975438,0.002785826,0.002667115,0.002595576,0.002539347,0.002462951,0.002349552,0.002200893,0.002039443,0.001890363,0.001773477,0.001693773,0.00164787,0.001625874,0.001616828,0.001606772,0.001586325,0.001553562,0.001512967,0.001469266,0.001428369,0.001393565,0.001364795,0.001340086,0.001318192,0.001297434,0.001276725,0.001632739,0.00185322,0.001458197,0.001553463,0.001879819,0.002309637,0.002269671,0.00223043,0.002192588,0.002156534,,
Dominica,DMA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.114693931,0.12906973,0.127149623,0.125144699,0.123005012,0.10556318,0.103418728,0.101390498,0.099696637,0.098490285,0.09780771,0.097582736,0.097569135,0.097483532,0.097095459,0.096362986,0.095353557,0.094286253,0.09342676,0.092944207,0.092868988,0.079819077,0.08027078,0.080848369,0.081474139,0.082163643,0.082907282,0.069694182,0.070183319,0.07049601,0.05646368,0.056361843,0.056171886,0.056043602,0.042035646,0.042167405,0.042401029,0.042680324,0.057222151,0.071760721,0.071766901,0.071608616,0.071333799,0.071043919,0.070794455,0.070614487,0.070472163,0.070349213,0.084235354,0.083986562,0.083661006,0.083282439,0.082872928,0.082442496,0.082009787,,
Denmark,DNK,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.60867097,0.596635732,0.58576368,0.577288953,0.565873757,0.559888823,0.555285094,0.553764602,0.547440033,0.539892715,0.533333226,0.531092661,0.52829021,0.523457787,0.523729699,0.523794917,0.518235625,0.517803994,0.516338236,0.51512514,0.514880978,0.513891684,0.507010054,0.510992701,0.508634566,0.506587789,0.502825811,0.499072427,0.495850636,0.498158021,0.49434472,0.490972412,0.488183003,0.454267812,0.44311766,0.441187033,0.447493666,0.446060014,0.431057242,0.427184277,0.427709053,0.423368529,0.420363397,0.419833536,0.430303397,0.431650283,0.422233119,0.437234385,0.440151763,0.436398403,0.448607432,0.432436531,0.428785246,0.430940157,0.413654796,,
Dominican Republic,DOM,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.211373106,0.207311096,0.203373359,0.199576578,0.195929412,0.192433851,0.189085913,0.183528332,0.186240846,0.182096212,0.178358814,0.178573905,0.17691202,0.17631333,0.177672145,0.181793289,0.182931392,0.18309676,0.183229853,0.184188406,0.180867089,0.176843532,0.172972604,0.169249439,0.165668648,0.162226392,0.146497425,0.143554199,0.141276289,0.125284553,0.122856462,0.120505303,0.118242677,0.116083318,0.117834536,0.116451219,0.105347333,0.104865077,0.10084099,0.104874418,0.1032525,0.101672444,0.091438665,0.090080213,0.088767972,0.087500846,0.086276257,0.083017521,0.081902111,0.080824531,0.079783826,0.078779315,0.077811202,0.076879876,0.075984998,,
Algeria,DZA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.567477423,0.538915102,0.517307438,0.498699981,0.491250778,0.47926595,0.471836682,0.454221785,0.440667915,0.429414804,0.426467481,0.423357003,0.412036424,0.402779251,0.409657038,0.412559709,0.390272933,0.378425029,0.364910571,0.355522873,0.345222423,0.3344236,0.31052903,0.315842077,0.306214176,0.299768446,0.29555274,0.288758405,0.282250874,0.273267201,0.273401749,0.278208081,0.271105225,0.263625037,0.260134323,0.25571704,0.25596551,0.252540469,0.249401824,0.245705604,0.240027959,0.235880267,0.231570564,0.22822875,0.225633904,0.221150417,0.21775462,0.214826345,0.211274198,0.207710156,0.203750409,0.199822461,0.195526374,0.190968226,0.1871536,,
East Asia & Pacific (excluding high income),EAP,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.177590035,0.175288008,0.170927509,0.167005764,0.162887914,0.158207133,0.153792954,0.149508367,0.145114033,0.141065011,0.136275803,0.133248929,0.1301263,0.128473542,0.125164002,0.123512679,0.122231648,0.120517564,0.118856423,0.117114724,0.116014043,0.117831574,0.119895003,0.122693592,0.126213079,0.12508155,0.123697055,0.122148287,0.120786577,0.119446467,0.117015015,0.114074522,0.111548441,0.10898792,0.10702498,0.105781416,0.104762405,0.103798085,0.103014281,0.101918913,0.099680025,0.097691507,0.096512971,0.096971066,0.095660865,0.09254426,0.092210065,0.092005285,0.091850431,0.091018408,0.090029848,0.089545062,0.088927695,0.088293524,0.094519914,,
Early-demographic dividend,EAR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.37618653,0.369528117,0.363316459,0.356204537,0.350225205,0.343388547,0.337005959,0.330253649,0.323959252,0.315975217,0.307662374,0.302555614,0.296872889,0.289373214,0.282518972,0.2759704,0.269533814,0.26412052,0.258975706,0.251500339,0.245155587,0.240851365,0.233216815,0.229496447,0.225305946,0.219778149,0.216669156,0.211280481,0.207486199,0.202722326,0.198533777,0.194801136,0.191392741,0.18736561,0.184187898,0.180776105,0.178229453,0.175369596,0.172639958,0.169235594,0.166506388,0.163714362,0.162547198,0.161665024,0.159156933,0.156666138,0.154949563,0.151744957,0.14956991,0.148150809,0.145962308,0.144345568,0.142172868,0.140169309,0.138323414,,
East Asia & Pacific,EAS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.192050746,0.191188319,0.187479837,0.185492095,0.182560929,0.179952426,0.176640348,0.172184946,0.167329547,0.163059289,0.157575391,0.153714558,0.149984069,0.149102455,0.145556513,0.143454408,0.141161834,0.140121097,0.139065837,0.137100209,0.134968839,0.138160739,0.138549142,0.14192302,0.144598131,0.143013993,0.141478872,0.139678225,0.138476257,0.137073012,0.133191904,0.130914376,0.127809796,0.125635546,0.119783174,0.116458209,0.117135352,0.118135432,0.117949072,0.11761221,0.116604559,0.113169079,0.111546384,0.112126476,0.11158732,0.107835404,0.105733416,0.105315676,0.105781002,0.103524025,0.104797646,0.104009305,0.102936467,0.102574759,0.107629136,,
Europe & Central Asia (excluding high income),ECA,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.679563092,0.670678535,0.666704532,0.663307633,0.654829342,0.655887504,0.648942907,0.64466094,0.636231987,0.632313926,0.628836097,0.6243088,0.622043727,0.619773328,0.610574332,0.604193387,0.603480156,0.601096078,0.592648631,0.590875677,0.587336996,0.590353657,0.589630014,0.586105749,,
Europe & Central Asia,ECS,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.446146069,0.438237068,0.434795021,0.431107599,0.427158997,0.427145152,0.423121189,0.41983842,0.410518986,0.404927825,0.401497482,0.397274692,0.395971613,0.393369576,0.390219576,0.385389308,0.384465965,0.382663043,0.376982613,0.37666501,0.375585879,0.376011434,0.375329513,0.373051835,,
Ecuador,ECU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.364560916,0.354257006,0.34519422,0.335329097,0.326659262,0.31725859,0.30901588,0.299254603,0.291533083,0.284066254,0.276851605,0.269883029,0.263161238,0.257862148,0.246157686,0.234002874,0.223752053,0.212626614,0.203276796,0.193319204,0.195522677,0.184917323,0.181264396,0.178495517,0.175768703,0.173084899,0.170031362,0.166851898,0.158658934,0.156976484,0.157155298,0.152536035,0.143271944,0.144777657,0.137580401,0.137544647,0.134926704,0.131701344,0.129852417,0.127963552,0.116706496,0.10403869,0.097745598,0.094525046,0.09435588,0.088276482,0.084122625,0.085550766,0.081640293,0.079439212,0.076146338,0.074443895,0.076237679,0.063993764,0.066115936,,
"Egypt, Arab Rep.",EGY,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.090071218,0.085349926,0.082407684,0.080542442,0.083624919,0.08464359,0.082805627,0.080503914,0.079639181,0.077754345,0.076261631,0.074304046,0.072636447,0.070638235,0.068669502,0.064755866,0.060911884,0.05701749,0.053546757,0.051837743,0.051021191,0.049186259,0.047584014,0.046558397,0.045911775,0.044915775,0.043115933,0.04234857,0.040995188,0.039782475,0.038585664,0.0435622,0.046462213,0.0455391,0.044212935,0.041742118,0.042008663,0.041461867,0.043627357,0.040068098,0.040167386,0.040446277,0.039279856,0.03933305,0.033381894,0.033329475,0.032236467,0.032635866,0.034972403,0.034158623,0.032690102,0.032216092,0.030487454,0.029080987,0.030879894,,
Euro area,EMU,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.298439039,0.295220564,0.291864539,0.285941186,0.282011087,0.275854806,0.272662824,0.268543588,0.266738774,0.261862831,0.251800352,0.248963592,0.245565208,0.24407184,0.242193897,0.240014937,0.239140171,0.23911469,0.237917172,0.236780925,0.235928001,0.235390776,0.233309491,0.233655758,0.232974106,0.232689168,0.232609958,0.230320642,0.229111165,0.227575979,0.224652284,0.234642346,0.234087832,0.231524293,0.226273813,0.226984716,0.225381487,0.223827382,0.222373558,0.216011733,0.20911376,0.207253775,0.204718636,0.204790303,0.203397948,0.200129462,0.197148964,0.19729197,0.19554099,0.195129562,0.194341384,0.1958789,0.193463132,0.1920957,0.191209027,,
Eritrea,ERI,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.160694562,0.141632822,0.141740279,0.118406651,0.123681339,0.154455818,0.150805675,0.165055363,0.160703481,0.155478874,0.159699754,0.154977566,0.156210357,0.164754855,0.161316264,0.158293791,0.160080402,0.15714533,0.154200626,,,,,,
Spain,ESP,Arable land (hectares per person),AG.LND.ARBL.HA.PC,,0.528509967,0.525281493,0.517787031,0.503619279,0.499651189,0.480404758,0.481596718,0.473890511,0.480905895,0.464001704,0.477406676,0.47069065,0.458830613,0.449999979,0.442447683,0.433258106,0.428082684,0.424251818,0.418861063,0.414977769,0.412329568,0.409756097,0.408472022,0.408318585,0.404580126,0.403399033,0.402845406,0.401811451,0.39950794,0.394547378,0.391568361,0.38819966,0.38062804,0.374370011,0.353564151,0.362247521,0.356613358,0.340199061,0.333350872,0.330310711,0.319800936,0.31157409,0.308550051,0.303458177,0.295809089,0.286503786,0.278286307,0.271749384,0.269547151,0.268974552,0.2659025,0.268744473,0.261282459,0.264151614,0.265648501,,
